Age,primary_location,Gender,Saavnify_usage_period,Saavnify_listening_device,Saavnify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
20-35,Delhi,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Sad/Melancholic,Leisure,Others,3,Rarely,Sports,Story telling,Both,Both,Ok
6-12,Hyderabad,Others,More than 2 years,PC or Laptop,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Rap,Morning,Social/Party,Study,Radio,3,Several times a week,Sports,Conversational,Well known individuals,Both,Satisfied
12-20,Kolkata,Male,More than 2 years,PC or Laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Uplifting/Motivational,Travel,Playlists,4,Rarely,Sports,Interview,Both,Both,Very Satisfied
6-12,Bengaluru,Others,1 year to 2 years,PC or Laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Uplifting/Motivational,Workout,Playlists,4,Rarely,Sports,Story telling,unknown Podcasters,Both,Ok
20-35,Kolkata,Female,1 year to 2 years,Smart Speakers or Voice Assistants,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sad/Melancholic,Leisure,Playlists,4,Rarely,Comedy,Story telling,unknown Podcasters,Longer,Satisfied
20-35,Kolkata,Male,6 months to 1 year,PC or Laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Classical,Afternoon,Uplifting/Motivational,Study,Recommendations,3,Several times a week,Lifestyle and Health,Interview,Well known individuals,Longer,Ok
20-35,Mumbai,Male,1 year to 2 years,Smart Speakers or Voice Assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sad/Melancholic,Travel,Radio,4,Rarely,Sports,Conversational,Both,Both,Satisfied
20-35,Bengaluru,Female,6 months to 1 year,PC or Laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Sad/Melancholic,Study,Radio,3,Several times a week,Health and Fitness,Story telling,Both,Shorter,Satisfied
20-35,Delhi,Female,6 months to 1 year,PC or Laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Rap,Afternoon,Social/Party,Travel,Playlists,3,Once a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied
20-35,Bengaluru,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting/Motivational,Office,Recommendations,4,Several times a week,Sports,Story telling,Both,Longer,Satisfied
12-20,Bengaluru,Male,6 months to 1 year,Smart Speakers or Voice Assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Relaxation/Stress Relief,Travel,Radio,3,Once a week,Sports,Interview,Well known individuals,Both,Very Dissatisfied
12-20,Chennai,Female,6 months to 1 year,PC or Laptop,Premium (paid subscription),No,None,Music,Pop,Afternoon,Sad/Melancholic,Travel,Others,3,Rarely,Health and Fitness,Interview,unknown Podcasters,Both,Ok
12-20,Ahmedabad,Others,1 year to 2 years,Smart Speakers or Voice Assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Classical,Afternoon,Uplifting/Motivational,Study,Radio,3,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Satisfied
12-20,Mumbai,Male,More than 2 years,Smart Speakers or Voice Assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Classical,Afternoon,Relaxation/Stress Relief,Study,Playlists,3,Several times a week,Health and Fitness,Story telling,Well known individuals,Longer,Very Satisfied
20-35,Ahmedabad,Female,1 year to 2 years,Wearable Devices,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Classical,Morning,Uplifting/Motivational,Office,Recommendations,3,Rarely,Health and Fitness,Story telling,Both,Longer,Satisfied
20-35,Jaipur,Male,Less than 6 months,Smart Speakers or Voice Assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Classical,Morning,Uplifting/Motivational,Workout,Playlists,4,Rarely,Lifestyle and Health,Interview,unknown Podcasters,Both,Satisfied
20-35,Mumbai,Female,Less than 6 months,PC or Laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Morning,Uplifting/Motivational,Office,Playlists,3,Rarely,Health and Fitness,Conversational,unknown Podcasters,Both,Ok
12-20,Ahmedabad,Female,6 months to 1 year,Wearable Devices,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Relaxation/Stress Relief,Travel,Playlists,2,Rarely,Sports,None,Well known individuals,Both,Ok
20-35,Chennai,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation/Stress Relief,Study,Recommendations,4,Rarely,Lifestyle and Health,Educational,Well known individuals,Shorter,Ok
20-35,Bengaluru,Male,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation/Stress Relief,Study,Recommendations,5,Rarely,Comedy,Story telling,Both,Longer,Satisfied
20-35,Bengaluru,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation/Stress Relief,Office,Recommendations,4,Rarely,Educational,Educational,Both,Shorter,Satisfied
20-35,Mumbai,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation/Stress Relief,Travel,Recommendations,4,Once a week,Stories,Story telling,Both,Both,Satisfied
20-35,Hyderabad,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,K-Pop,Night,Relaxation/Stress Relief,Study,Recommendations,4,Never,None,None,None,None,Ok
20-35,Pune,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation/Stress Relief,Travel,Recommendations,4,Rarely,None,Conversational,Both,Shorter,Satisfied
20-35,Jaipur,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Morning,Uplifting/Motivational,Travel,Recommendations,5,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok
20-35,Kolkata,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation/Stress Relief,Travel,Others,2,Rarely,Comedy,Story telling,Both,Shorter,Ok
20-35,Ahmedabad,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation/Stress Relief,Leisure,Recommendations,3,Never,None,Story telling,Both,Shorter,Ok
20-35,Bengaluru,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation/Stress Relief,Workout,Recommendations,2,Several times a week,Comedy,Conversational,Both,Longer,Satisfied
20-35,Chandigarh,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation/Stress Relief,Office,Playlists,3,Never,None,None,None,None,Ok
